Date, Winner, Winning Score, Loser, Losing Score
Nov 16| 2014,Seattle Seahawks,24,Kansas City Chiefs,20
Nov 16| 2014,Oakland Raiders,13,San Diego Chargers,6
Nov 16| 2014,Philadelphia Eagles,53,Green Bay Packers,20
Nov 16| 2014,Detroit Lions,14,Arizona Cardinals,6
Nov 16| 2014,New England Patriots,42,Indianapolis Colts,20
Nov 17| 2014,Pittsburgh Steelers,27,Tennessee Titans,24
Nov 20| 2014,Kansas City Chiefs,24,Oakland Raiders,20
Nov 23| 2014,Tampa Bay Buccaneers,21,Chicago Bears,13
Nov 23| 2014,Cleveland Browns,26,Atlanta Falcons,24
Nov 23| 2014,Tennessee Titans,43,Philadelphia Eagles,24
Nov 23| 2014,Detroit Lions,34,New England Patriots,9
Nov 23| 2014,Cincinnati Bengals,22,Houston Texans,13
Nov 23| 2014,Jacksonville Jaguars,23,Indianapolis Colts,3
Nov 23| 2014,Green Bay Packers,24,Minnesota Vikings,21
Nov 23| 2014,St. Louis Rams,27,San Diego Chargers,24
Nov 23| 2014,Arizona Cardinals,19,Seattle Seahawks,3
Nov 23| 2014,Washington Redskins,17,San Francisco 49ers,13
Nov 23| 2014,Miami Dolphins,39,Denver Broncos,36
Nov 23| 2014,Dallas Cowboys,31,New York Giants,28
Nov 24| 2014,New York Jets,38,Buffalo Bills,3
Nov 24| 2014,Baltimore Ravens,34,New Orleans Saints,27
Nov 27| 2014,Chicago Bears,34,Detroit Lions,17
Nov 27| 2014,Philadelphia Eagles,33,Dallas Cowboys,10
Nov 27| 2014,Seattle Seahawks,19,San Francisco 49ers,3
Nov 30| 2014,Oakland Raiders,52,St. Louis Rams,0
Nov 30| 2014,Cincinnati Bengals,14,Tampa Bay Buccaneers,13
Nov 30| 2014,San Diego Chargers,34,Baltimore Ravens,33
Nov 30| 2014,New Orleans Saints,35,Pittsburgh Steelers,32
Nov 30| 2014,Carolina Panthers,31,Minnesota Vikings,13
Nov 30| 2014,Tennessee Titans,45,Houston Texans,21
Nov 30| 2014,Washington Redskins,49,Indianapolis Colts,27
Nov 30| 2014,Cleveland Browns,26,Buffalo Bills,10
Nov 30| 2014,New York Giants,25,Jacksonville Jaguars,24
Nov 30| 2014,Arizona Cardinals,29,Atlanta Falcons,18
Nov 30| 2014,New England Patriots,26,Green Bay Packers,21
Nov 30| 2014,Denver Broncos,29,Kansas City Chiefs,16
Dec 1| 2014,Miami Dolphins,16,New York Jets,13
Dec 4| 2014,Dallas Cowboys,41,Chicago Bears,28
Dec 7| 2014,Pittsburgh Steelers,42,Cincinnati Bengals,21
Dec 7| 2014,New York Jets,30,Minnesota Vikings,24
Dec 7| 2014,Baltimore Ravens,28,Miami Dolphins,13
Dec 7| 2014,Tampa Bay Buccaneers,34,Detroit Lions,17
Dec 7| 2014,Indianapolis Colts,25,Cleveland Browns,24
Dec 7| 2014,St. Louis Rams,24,Washington Redskins,0
Dec 7| 2014,New York Giants,36,Tennessee Titans,7
Dec 7| 2014,Carolina Panthers,41,New Orleans Saints,10
Dec 7| 2014,Houston Texans,27,Jacksonville Jaguars,13
Dec 7| 2014,Buffalo Bills,24,Denver Broncos,17
Dec 7| 2014,Kansas City Chiefs,17,Arizona Cardinals,14
Dec 7| 2014,San Francisco 49ers,24,Oakland Raiders,13
Dec 7| 2014,Seattle Seahawks,24,Philadelphia Eagles,14
Dec 7| 2014,New England Patriots,23,San Diego Chargers,14
Dec 8| 2014,Atlanta Falcons,43,Green Bay Packers,37
Dec 11| 2014,Arizona Cardinals,12,St. Louis Rams,6
Dec 14| 2014,Green Bay Packers,21,Buffalo Bills,13
Dec 14| 2014,Pittsburgh Steelers,27,Atlanta Falcons,20
Dec 14| 2014,Jacksonville Jaguars,20,Baltimore Ravens,12
Dec 14| 2014,Washington Redskins,24,New York Giants,13
Dec 14| 2014,Miami Dolphins,41,New England Patriots,13
Dec 14| 2014,Houston Texans,17,Indianapolis Colts,10
Dec 14| 2014,Cincinnati Bengals,30,Cleveland Browns,0
Dec 14| 2014,Oakland Raiders,31,Kansas City Chiefs,13
Dec 14| 2014,Tampa Bay Buccaneers,19,Carolina Panthers,17
Dec 14| 2014,Denver Broncos,22,San Diego Chargers,10
Dec 14| 2014,New York Jets,16,Tennessee Titans,11
Dec 14| 2014,Minnesota Vikings,16,Detroit Lions,14
Dec 14| 2014,San Francisco 49ers,17,Seattle Seahawks,7
Dec 14| 2014,Dallas Cowboys,38,Philadelphia Eagles,27
Dec 15| 2014,New Orleans Saints,31,Chicago Bears,15
Dec 18| 2014,Tennessee Titans,21,Jacksonville Jaguars,13
Dec 20| 2014,Philadelphia Eagles,27,Washington Redskins,24
Dec 20| 2014,San Diego Chargers,38,San Francisco 49ers,35
Dec 21| 2014,Kansas City Chiefs,20,Pittsburgh Steelers,12
Dec 21| 2014,New England Patriots,17,New York Jets,16
Dec 21| 2014,Baltimore Ravens,25,Houston Texans,13
Dec 21| 2014,Green Bay Packers,20,Tampa Bay Buccaneers,3
Dec 21| 2014,Atlanta Falcons,30,New Orleans Saints,14
Dec 21| 2014,Minnesota Vikings,37,Miami Dolphins,35
Dec 21| 2014,Detroit Lions,20,Chicago Bears,14
Dec 21| 2014,Cleveland Browns,17,Carolina Panthers,13
Dec 21| 2014,New York Giants,37,St. Louis Rams,27
Dec 21| 2014,Buffalo Bills,26,Oakland Raiders,24
Dec 21| 2014,Indianapolis Colts,42,Dallas Cowboys,7
Dec 21| 2014,Seattle Seahawks,35,Arizona Cardinals,6
Dec 22| 2014,Denver Broncos,37,Cincinnati Bengals,28
Dec 28| 2014,Cleveland Browns,20,Baltimore Ravens,10
Dec 28| 2014,Indianapolis Colts,27,Tennessee Titans,10
Dec 28| 2014,Philadelphia Eagles,34,New York Giants,26
Dec 28| 2014,Buffalo Bills,17,New England Patriots,9
Dec 28| 2014,Chicago Bears,13,Minnesota Vikings,9
Dec 28| 2014,New York Jets,37,Miami Dolphins,24
Dec 28| 2014,New Orleans Saints,23,Tampa Bay Buccaneers,20
Dec 28| 2014,San Diego Chargers,19,Kansas City Chiefs,7
Dec 28| 2014,Jacksonville Jaguars,23,Houston Texans,17
Dec 28| 2014,Dallas Cowboys,44,Washington Redskins,17
Dec 28| 2014,Detroit Lions,30,Green Bay Packers,20
Dec 28| 2014,Oakland Raiders,47,Denver Broncos,14
Dec 28| 2014,Carolina Panthers,34,Atlanta Falcons,3
Dec 28| 2014,Arizona Cardinals,20,San Francisco 49ers,17
Dec 28| 2014,St. Louis Rams,20,Seattle Seahawks,6
Dec 28| 2014,Cincinnati Bengals,27,Pittsburgh Steelers,17
Jan 3| 2015,Arizona Cardinals,27,Carolina Panthers,16
Jan 3| 2015,Baltimore Ravens,30,Pittsburgh Steelers,17
Jan 4| 2015,Cincinnati Bengals,26,Indianapolis Colts,10
Jan 4| 2015,Detroit Lions,24,Dallas Cowboys,20
Jan 10| 2015,Baltimore Ravens,35,New England Patriots,31
Jan 10| 2015,Carolina Panthers,31,Seattle Seahawks,17
Jan 11| 2015,Dallas Cowboys,26,Green Bay Packers,21
Jan 11| 2015,Indianapolis Colts,24,Denver Broncos,13
Jan 18| 2015,Green Bay Packers,28,Seattle Seahawks,22
Jan 18| 2015,Indianapolis Colts,45,New England Patriots,7
Feb 1| 2015,New England Patriots,28,Seattle Seahawks,24
Sep 10| 2015,Pittsburgh Steelers,28,New England Patriots,21
Sep 13| 2015,Green Bay Packers,31,Chicago Bears,23
Sep 13| 2015,Seattle Seahawks,34,St. Louis Rams,31
Sep 13| 2015,Miami Dolphins,17,Washington Redskins,10
Sep 13| 2015,Kansas City Chiefs,27,Houston Texans,20
Sep 13| 2015,Indianapolis Colts,27,Buffalo Bills,14
Sep 13| 2015,Carolina Panthers,20,Jacksonville Jaguars,9
Sep 13| 2015,Cleveland Browns,31,New York Jets,10
